10-Jun-16,,,,,,,,,,,
iShares Core S&P Small-Cap ETF,,,,,,,,,,,
Inception Date,22-May-00,,,,,,,,,,
Fund Holdings as of,10-Jun-16,,,,,,,,,,
Total Net Assets,"$18,274,675,549 ",,,,,,,,,,
Number of Securities,606,,,,,,,,,,
Shares Outstanding,"156,050,000",,,,,,,,,,
,,,,,,,,,,,
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
EPIQ,EPIQ SYSTEMS INC,Equity,0.08,15,"942,329.00","14,134,935.00","14,134,935.00",Information Technology,"2,371,339.00",US26882D1090,NASDAQ
SGMS,SCIENTIFIC GAMES CORP.,Equity,0.08,9.54,"1,465,216.00","13,978,160.64","13,978,160.64",Consumer Discretionary,"2,919,290.00",US80874P1093,NASDAQ
CRVL,CORVEL CORP.,Equity,0.08,46.62,"296,501.00","13,822,876.62","13,822,876.62",Health Care,"2,347,277.00",US2210061097,NASDAQ
MRTN,MARTEN TRANSPORT LTD.,Equity,0.08,19.85,"694,106.00","13,778,004.10","13,778,004.10",Industrials,"2,568,357.00",US5730751089,NASDAQ
VRTS,VIRTUS INVESTMENT PARTNERS INC.,Equity,0.08,77.7,"176,803.00","13,737,593.10","13,737,593.10",Financials,B3KKGQ8,US92828Q1094,NASDAQ
RTEC,RUDOLPH TECHNOLOGIES INC,Equity,0.07,15.15,"903,277.00","13,684,646.55","13,684,646.55",Information Technology,"2,518,415.00",US7812701032,New York Stock Exchange Inc.
CCRN,CROSS COUNTRY HEALTHCARE INC.,Equity,0.07,14.29,"948,694.00","13,556,837.26","13,556,837.26",Health Care,"2,809,056.00",US2274831047,NASDAQ
MHO,M/I HOMES INC.,Equity,0.07,18.72,"717,502.00","13,431,637.44","13,431,637.44",Consumer Discretionary,"2,549,385.00",US55305B1017,New York Stock Exchange Inc.
DTSI,DTS INC.,Equity,0.07,26.24,"508,583.00","13,345,217.92","13,345,217.92",Information Technology,"2,641,106.00",US23335C1018,NASDAQ
NANO,NANOMETRICS INC.,Equity,0.07,18.72,"707,221.00","13,239,177.12","13,239,177.12",Information Technology,"2,622,220.00",US6300771051,NASDAQ
TTEC,TELETECH HOLDINGS INC.,Equity,0.07,27.61,"478,371.00","13,207,823.31","13,207,823.31",Information Technology,"2,892,885.00",US8799391060,NASDAQ
MTRX,MATRIX SERVICE CO.,Equity,0.07,16.88,"782,051.00","13,201,020.88","13,201,020.88",Energy,"2,572,068.00",US5768531056,NASDAQ
BLKFDS,BLK CSH FND TREASURY SL AGENCY,Money Market,0.07,1,"12,993,841.00","12,993,840.98","12,993,840.98",Cash and/or Derivatives,--,US0669224778,--
NR,NEWPARK RESOURCES INC.,Equity,0.07,5.3,"2,447,174.00","12,970,022.20","12,970,022.20",Energy,"2,636,878.00",US6517185046,New York Stock Exchange Inc.
NPK,NATIONAL PRESTO INDUSTRIES INC.,Equity,0.07,90.83,"141,153.00","12,820,926.99","12,820,926.99",Industrials,"2,626,802.00",US6372151042,New York Stock Exchange Inc.
EXTN,EXTERRAN CORP,Equity,0.07,12.48,"1,026,611.00","12,812,105.28","12,812,105.28",Energy,BYMC5T5,US30227H1068,New York Stock Exchange Inc.
MYRG,MYR GROUP INC.,Equity,0.07,24.1,"530,313.00","12,780,543.30","12,780,543.30",Industrials,B3CLS18,US55405W1045,NASDAQ
BH,BIGLARI HOLDINGS INC.,Equity,0.07,414.93,"30,694.00","12,735,861.42","12,735,861.42",Consumer Discretionary,"2,843,430.00",US08986R1014,New York Stock Exchange Inc.
APEI,AMERICAN PUBLIC EDUCATION INC,Equity,0.07,27.12,"466,279.00","12,645,486.48","12,645,486.48",Consumer Discretionary,B292GM4,US02913V1035,NASDAQ
CPSI,COMPUTER PROGRAMS & SYSTEMS INC.,Equity,0.07,40.26,"308,839.00","12,433,858.14","12,433,858.14",Health Care,"2,872,122.00",US2053061030,NASDAQ
FRAN,FRANCESCAS HOLDINGS CORP,Equity,0.07,10.11,"1,218,462.00","12,318,650.82","12,318,650.82",Consumer Discretionary,B4RM4H1,US3517931040,NASDAQ
HWKN,HAWKINS INC.,Equity,0.07,44.42,"276,455.00","12,280,131.10","12,280,131.10",Materials,"2,415,594.00",US4202611095,NASDAQ
GNCMA,GENERAL COMMUNICATION INC. CL A,Equity,0.07,14.28,"857,661.00","12,247,399.08","12,247,399.08",Telecommunications,"2,365,019.00",US3693851095,NASDAQ
INTL,INTL FCSTONE INC.,Equity,0.07,27.08,"451,208.00","12,218,712.64","12,218,712.64",Financials,"2,456,441.00",US46116V1052,NASDAQ
FOR,FORESTAR GROUP INC.,Equity,0.07,12.35,"988,625.00","12,209,518.75","12,209,518.75",Financials,B29YGD1,US3462331097,New York Stock Exchange Inc.
TG,TREDEGAR CORP.,Equity,0.07,16.81,"722,126.00","12,138,938.06","12,138,938.06",Materials,"2,903,345.00",US8946501009,New York Stock Exchange Inc.
SPPI,SPECTRUM PHARMACEUTICALS INC.,Equity,0.07,6.94,"1,725,825.00","11,977,225.50","11,977,225.50",Health Care,"2,982,924.00",US84763A1088,NASDAQ
ARCB,ARCBEST CORP,Equity,0.07,16.89,"707,314.00","11,946,533.46","11,946,533.46",Industrials,BLTFST7,US03937C1053,NASDAQ
XOXO,XO GROUP INC.,Equity,0.06,17.12,"686,638.00","11,755,242.56","11,755,242.56",Information Technology,"2,526,991.00",US9837721045,New York Stock Exchange Inc.
SXC,SUNCOKE ENERGY INC.,Equity,0.06,6.31,"1,859,103.00","11,730,939.93","11,730,939.93",Materials,B3R0638,US86722A1034,New York Stock Exchange Inc.
HZO,MARINEMAX INC,Equity,0.06,16.53,"708,182.00","11,706,248.46","11,706,248.46",Consumer Discretionary,"2,250,353.00",US5679081084,New York Stock Exchange Inc.
UFI,UNIFI INC.,Equity,0.06,26.43,"438,239.00","11,582,656.77","11,582,656.77",Consumer Discretionary,"2,911,865.00",US9046772003,New York Stock Exchange Inc.
AMRI,ALBANY MOLECULAR RESEARCH INC.,Equity,0.06,14.59,"787,306.00","11,486,794.54","11,486,794.54",Health Care,"2,385,471.00",US0124231095,NASDAQ
ANIP,ANI PHARMACEUTICALS INC,Equity,0.06,52.05,"220,453.00","11,474,578.65","11,474,578.65",Health Care,BCDWBX6,US00182C1036,NASDAQ
HWAY,HEALTHWAYS INC.,Equity,0.06,12.42,"914,756.00","11,361,269.52","11,361,269.52",Health Care,"2,026,059.00",US4222451001,NASDAQ
EXAR,EXAR CORP,Equity,0.06,8.02,"1,409,716.00","11,305,922.32","11,305,922.32",Information Technology,"2,325,206.00",US3006451088,New York Stock Exchange Inc.
BBG,BILL BARRETT CORP.,Equity,0.06,7.74,"1,460,283.00","11,302,590.42","11,302,590.42",Energy,B04M3T1,US06846N1046,New York Stock Exchange Inc.
EGL,ENGILITY HOLDINGS INC,Equity,0.06,22.42,"503,352.00","11,285,151.84","11,285,151.84",Industrials,BVWVSS1,US29286C1071,New York Stock Exchange Inc.
CECO,CAREER EDUCATION CORP.,Equity,0.06,5.66,"1,983,345.00","11,225,732.70","11,225,732.70",Consumer Discretionary,"2,143,646.00",US1416651099,NASDAQ
MCS,MARCUS CORP.,Equity,0.06,20.35,"550,675.00","11,206,236.25","11,206,236.25",Consumer Discretionary,"2,564,827.00",US5663301068,New York Stock Exchange Inc.
LDR,LANDAUER INC.,Equity,0.06,40.12,"278,809.00","11,185,817.08","11,185,817.08",Health Care,"2,879,714.00",US51476K1034,New York Stock Exchange Inc.
PETS,PETMED EXPRESS INC.,Equity,0.06,18.8,"585,552.00","11,008,377.60","11,008,377.60",Consumer Discretionary,"2,143,099.00",US7163821066,NASDAQ
HAYN,HAYNES INTERNATIONAL INC.,Equity,0.06,30.17,"363,019.00","10,952,283.23","10,952,283.23",Materials,B02WVH7,US4208772016,NASDAQ
BNED,BARNES AND NOBLE EDUCATION INC,Equity,0.06,9.61,"1,138,590.00","10,941,849.90","10,941,849.90",Consumer Discretionary,BYQDT70,US06777U1016,New York Stock Exchange Inc.
ICON,ICONIX BRAND GROUP INC.,Equity,0.06,7.71,"1,413,881.00","10,901,022.51","10,901,022.51",Consumer Discretionary,"2,175,575.00",US4510551074,NASDAQ
AVD,AMERICAN VANGUARD CORP.,Equity,0.06,14.56,"747,369.00","10,881,692.64","10,881,692.64",Materials,"2,025,711.00",US0303711081,New York Stock Exchange Inc.
FORR,FORRESTER RESEARCH INC.,Equity,0.06,37.63,"288,788.00","10,867,092.44","10,867,092.44",Information Technology,"2,398,855.00",US3465631097,NASDAQ
OFG,OFG BANCORP.,Equity,0.06,8.5,"1,277,542.00","10,859,107.00","10,859,107.00",Financials,B87LKR8,PR67103X1020,New York Stock Exchange Inc.
TMST,TIMKENSTEEL CORP,Equity,0.06,9.63,"1,113,624.00","10,724,199.12","10,724,199.12",Materials,BNBPMX1,US8873991033,New York Stock Exchange Inc.
SPOK,SPOK HOLDINGS INC,Equity,0.06,17.8,"602,261.00","10,720,245.80","10,720,245.80",Telecommunications,BNZB473,US84863T1060,NASDAQ
HVT,HAVERTY FURNITURE COS. INC.,Equity,0.06,18.19,"585,318.00","10,646,934.42","10,646,934.42",Consumer Discretionary,"2,414,245.00",US4195961010,New York Stock Exchange Inc.
LL,LUMBER LIQUIDATORS HOLDINGS INC.,Equity,0.06,13.5,"786,831.00","10,622,218.50","10,622,218.50",Consumer Discretionary,B5KKQN9,US55003T1079,New York Stock Exchange Inc.
AFAM,ALMOST FAMILY INC.,Equity,0.06,42.11,"251,510.00","10,591,086.10","10,591,086.10",Health Care,"2,796,448.00",US0204091088,NASDAQ
BCOR,BLUCORA INC,Equity,0.06,8.75,"1,202,137.00","10,518,698.75","10,518,698.75",Information Technology,B8L2DV2,US0952291005,NASDAQ
PAHC,PHIBRO ANIMAL HEALTH CORP CLASS A,Equity,0.06,19.28,"541,827.00","10,446,424.56","10,446,424.56",Health Care,BL95N25,US71742Q1067,NASDAQ
ANGO,ANGIODYNAMICS INC.,Equity,0.06,13.5,"769,712.00","10,391,112.00","10,391,112.00",Health Care,B00CR04,US03475V1017,NASDAQ
QHC,QUORUM HEALTH CORP,Equity,0.06,12.51,"822,891.00","10,294,366.41","10,294,366.41",Health Care,BYXT6Y7,US74909E1064,New York Stock Exchange Inc.
MYE,MYERS INDUSTRIES INC.,Equity,0.05,15.5,"648,033.00","10,044,511.50","10,044,511.50",Materials,"2,613,086.00",US6284641098,New York Stock Exchange Inc.
EZPW,EZCORP INC. CL A,Equity,0.05,6.59,"1,514,678.00","9,981,728.02","9,981,728.02",Financials,"2,326,287.00",US3023011063,NASDAQ
REX,REX AMERICAN RESOURCES CORP.,Equity,0.05,59.2,"167,417.00","9,911,086.40","9,911,086.40",Energy,"2,063,670.00",US7616241052,New York Stock Exchange Inc.
IVC,INVACARE CORP.,Equity,0.05,11.24,"880,954.00","9,901,922.96","9,901,922.96",Health Care,"2,467,971.00",US4612031017,New York Stock Exchange Inc.
WRLD,WORLD ACCEPTANCE CORP.,Equity,0.05,39.93,"247,788.00","9,894,174.84","9,894,174.84",Financials,"2,981,181.00",US9814191048,NASDAQ
LPSN,LIVEPERSON INC,Equity,0.05,6.9,"1,431,454.00","9,877,032.60","9,877,032.60",Information Technology,"2,577,052.00",US5381461012,NASDAQ
SGNT,SAGENT PHARMACEUTICALS INC,Equity,0.05,14.05,"701,692.00","9,858,772.60","9,858,772.60",Health Care,B687XN8,US7866921031,NASDAQ
BKMU,BANK MUTUAL CORP.,Equity,0.05,7.98,"1,231,658.00","9,828,630.84","9,828,630.84",Financials,"2,734,921.00",US0637501034,NASDAQ
PKE,PARK ELECTROCHEMICAL CORP.,Equity,0.05,16.46,"588,508.00","9,686,841.68","9,686,841.68",Information Technology,"2,671,307.00",US7004162092,New York Stock Exchange Inc.
VRTV,VERITIV CORP,Equity,0.05,40.39,"237,752.00","9,602,803.28","9,602,803.28",Industrials,BNBKSP0,US9234541020,New York Stock Exchange Inc.
POWL,POWELL INDUSTRIES INC.,Equity,0.05,37.34,"256,476.00","9,576,813.84","9,576,813.84",Industrials,"2,697,422.00",US7391281067,NASDAQ
CENX,CENTURY ALUMINUM CO.,Equity,0.05,6.56,"1,450,698.00","9,516,578.88","9,516,578.88",Materials,"2,186,254.00",US1564311082,NASDAQ
CMTL,COMTECH TELECOMMUNICATIONS CORP.,Equity,0.05,20.04,"469,495.00","9,408,679.80","9,408,679.80",Information Technology,"2,215,341.00",US2058262096,NASDAQ
HSII,HEIDRICK & STRUGGLES INTERNATIONAL,Equity,0.05,18.59,"501,948.00","9,331,213.32","9,331,213.32",Industrials,"2,413,071.00",US4228191023,NASDAQ
MOV,MOVADO GROUP INC.,Equity,0.05,19.49,"478,414.00","9,324,288.86","9,324,288.86",Consumer Discretionary,"2,643,168.00",US6245801062,New York Stock Exchange Inc.
UIHC,UNITED INSURANCE HOLDINGS CORP.,Equity,0.05,17.59,"519,567.00","9,139,183.53","9,139,183.53",Financials,B292PW7,US9107101027,NASDAQ
TESO,TESCO CORP,Equity,0.05,6.78,"1,342,508.00","9,102,204.24","9,102,204.24",Energy,"2,237,022.00",CA88157K1012,NASDAQ
ENTA,ENANTA PHARMACEUTICALS INC,Equity,0.05,23.33,"388,645.00","9,067,087.85","9,067,087.85",Health Care,B9L5200,US29251M1062,NASDAQ
MED,MEDIFAST INC.,Equity,0.05,33,"270,096.00","8,913,168.00","8,913,168.00",Consumer Staples,"2,934,033.00",US58470H1014,New York Stock Exchange Inc.
COHU,COHU INC.,Equity,0.05,12.26,"724,026.00","8,876,558.76","8,876,558.76",Information Technology,"2,208,426.00",US1925761066,NASDAQ
ZUMZ,ZUMIEZ INC.,Equity,0.05,15.03,"586,920.00","8,821,407.60","8,821,407.60",Consumer Discretionary,B081QB7,US9898171015,NASDAQ
SRDX,SURMODICS INC.,Equity,0.05,23.19,"379,568.00","8,802,181.92","8,802,181.92",Health Care,"2,502,678.00",US8688731004,NASDAQ
CRY,CRYOLIFE INC.,Equity,0.05,11.88,"740,084.00","8,792,197.92","8,792,197.92",Health Care,"2,239,017.00",US2289031005,New York Stock Exchange Inc.
TWI,TITAN INTERNATIONAL INC,Equity,0.05,6.91,"1,269,605.00","8,772,970.55","8,772,970.55",Industrials,"2,890,265.00",US88830M1027,New York Stock Exchange Inc.
NILE,BLUE NILE INC.,Equity,0.05,25.86,"338,314.00","8,748,800.04","8,748,800.04",Consumer Discretionary,B00G5P7,US09578R1032,NASDAQ
TNGO,TANGOE INC.,Equity,0.05,7.93,"1,099,724.00","8,720,811.32","8,720,811.32",Information Technology,B3P4WX4,US87582Y1082,NASDAQ
TUES,TUESDAY MORNING CORP.,Equity,0.05,6.7,"1,289,384.00","8,638,872.80","8,638,872.80",Consumer Discretionary,"2,411,440.00",US8990355054,NASDAQ
VRA,VERA BRADLEY INC.,Equity,0.05,14.36,"598,451.00","8,593,756.36","8,593,756.36",Consumer Discretionary,B4626P4,US92335C1062,NASDAQ
DHX,DHI GROUP INC,Equity,0.05,7.01,"1,217,419.00","8,534,107.19","8,534,107.19",Information Technology,BWX70S9,US23331S1006,New York Stock Exchange Inc.
HOS,HORNBECK OFFSHORE SERVICES INC.,Equity,0.05,8.99,"939,819.00","8,448,972.81","8,448,972.81",Energy,B00G814,US4405431069,New York Stock Exchange Inc.
DGII,DIGI INTERNATIONAL INC.,Equity,0.05,11.04,"750,103.00","8,281,137.12","8,281,137.12",Information Technology,"2,269,661.00",US2537981027,NASDAQ
LXU,LSB INDUSTRIES INC.,Equity,0.04,13.95,"586,813.00","8,186,041.35","8,186,041.35",Materials,"2,536,882.00",US5021601043,New York Stock Exchange Inc.
CGI,CELADON GROUP INC.,Equity,0.04,10,"816,566.00","8,165,660.00","8,165,660.00",Industrials,"2,184,195.00",US1508381001,New York Stock Exchange Inc.
HCI,HCI GROUP INC,Equity,0.04,30.81,"262,195.00","8,078,227.95","8,078,227.95",Financials,BBN23F5,US40416E1038,New York Stock Exchange Inc.
PES,PIONEER ENERGY SERVICES CORP,Equity,0.04,4.22,"1,892,994.00","7,988,434.68","7,988,434.68",Energy,B68D808,US7236641087,New York Stock Exchange Inc.
FNBC,FIRST NBC BANK HOLDING,Equity,0.04,17.2,"463,946.00","7,979,871.20","7,979,871.20",Financials,B8W67N3,US32115D1063,NASDAQ
LMOS,LUMOS NETWORKS CORP,Equity,0.04,11.68,"667,050.00","7,791,144.00","7,791,144.00",Telecommunications,B74WVF2,US5502831051,NASDAQ
CRR,CARBO CERAMICS INC.,Equity,0.04,13.22,"579,034.00","7,654,829.48","7,654,829.48",Energy,"2,238,821.00",US1407811058,New York Stock Exchange Inc.
DAKT,DAKTRONICS INC.,Equity,0.04,6.47,"1,125,144.00","7,279,681.68","7,279,681.68",Information Technology,"2,254,010.00",US2342641097,NASDAQ
RT,RUBY TUESDAY INC.,Equity,0.04,3.96,"1,817,176.00","7,196,016.96","7,196,016.96",Consumer Discretionary,"2,757,616.00",US7811821005,New York Stock Exchange Inc.
GEOS,GEOSPACE TECHNOLOGIES CORP,Equity,0.04,18.34,"391,517.00","7,180,421.78","7,180,421.78",Energy,B89MJ94,US37364X1090,NASDAQ
FF,FUTUREFUEL CORP.,Equity,0.04,10.7,"667,578.00","7,143,084.60","7,143,084.60",Materials,B3BBRD4,US36116M1062,New York Stock Exchange Inc.
MWW,MONSTER WORLDWIDE INC.,Equity,0.04,2.71,"2,632,616.00","7,134,389.36","7,134,389.36",Information Technology,"2,892,045.00",US6117421072,New York Stock Exchange Inc.
PERY,PERRY ELLIS INTERNATIONAL INC.,Equity,0.04,20.22,"347,736.00","7,031,221.92","7,031,221.92",Consumer Discretionary,"2,851,701.00",US2888531041,NASDAQ
MCRI,MONARCH CASINO & RESORT INC.,Equity,0.04,22.53,"310,813.00","7,002,616.89","7,002,616.89",Consumer Discretionary,"2,599,197.00",US6090271072,NASDAQ
TDW,TIDEWATER INC.,Equity,0.04,5.06,"1,368,203.00","6,923,107.18","6,923,107.18",Energy,"2,891,859.00",US8864231027,New York Stock Exchange Inc.
ZEUS,OLYMPIC STEEL INC.,Equity,0.04,25.74,"267,524.00","6,886,067.76","6,886,067.76",Materials,"2,659,013.00",US68162K1060,NASDAQ
RRTS,ROADRUNNER TRANSPORTATION SYSTEMS,Equity,0.04,7.61,"883,412.00","6,722,765.32","6,722,765.32",Industrials,B3W9403,US76973Q1058,New York Stock Exchange Inc.
EHTH,EHEALTH INC.,Equity,0.04,13.73,"485,518.00","6,666,162.14","6,666,162.14",Financials,B1G0F83,US28238P1093,NASDAQ
ASEI,AMERICAN SCIENCE & ENGINEERING INC,Equity,0.04,31.58,"210,555.00","6,649,326.90","6,649,326.90",Industrials,"2,029,207.00",US0294291077,NASDAQ
NOG,NORTHERN OIL AND GAS INC,Equity,0.04,4.34,"1,527,941.00","6,631,263.94","6,631,263.94",Energy,B0WRP81,US6655311099,Nyse Mkt Llc
DSPG,DSP GROUP INC.,Equity,0.04,10.54,"628,671.00","6,626,192.34","6,626,192.34",Information Technology,"2,275,680.00",US23332B1061,NASDAQ
MCF,CONTANGO OIL AND GAS,Equity,0.04,12.81,"509,592.00","6,527,873.52","6,527,873.52",Energy,"2,752,945.00",US21075N2045,Nyse Mkt Llc
HLIT,HARMONIC INC.,Equity,0.03,2.82,"2,226,168.00","6,277,793.76","6,277,793.76",Information Technology,"2,510,659.00",US4131601027,NASDAQ
ERA,ERA GROUP INC.,Equity,0.03,10.95,"563,711.00","6,172,635.45","6,172,635.45",Energy,B8KM2D8,US26885G1094,New York Stock Exchange Inc.
SMRT,STEIN MART INC.,Equity,0.03,7.25,"850,291.00","6,164,609.75","6,164,609.75",Consumer Discretionary,"2,844,422.00",US8583751081,NASDAQ
SENEA,SENECA FOODS CORP. CL A,Equity,0.03,34.5,"174,474.00","6,019,353.00","6,019,353.00",Consumer Staples,"2,781,626.00",US8170705011,NASDAQ
ACAT,ARCTIC CAT INC.,Equity,0.03,15.84,"378,298.00","5,992,240.32","5,992,240.32",Consumer Discretionary,"2,047,500.00",US0396701049,NASDAQ
ENVA,ENOVA INTERNATIONAL INC,Equity,0.03,7.52,"792,098.00","5,956,576.96","5,956,576.96",Financials,BRYQ4L1,US29357K1034,New York Stock Exchange Inc.
KIRK,KIRKLANDS INC.,Equity,0.03,13.75,"419,240.00","5,764,550.00","5,764,550.00",Consumer Discretionary,"2,960,920.00",US4974981056,NASDAQ
CENT,CENTRAL GARDEN & PET CO.,Equity,0.03,19.87,"288,328.00","5,729,077.36","5,729,077.36",Consumer Staples,"2,183,868.00",US1535271068,NASDAQ
BBOX,BLACK BOX CORP.,Equity,0.03,12.12,"453,577.00","5,497,353.24","5,497,353.24",Information Technology,"2,546,977.00",US0918261076,NASDAQ
ESIO,ELECTRO SCIENTIFIC INDUSTRIES INC.,Equity,0.03,6.63,"816,748.00","5,415,039.24","5,415,039.24",Information Technology,"2,310,440.00",US2852291002,NASDAQ
DXPE,DXP ENTERPRISES INC.,Equity,0.03,14.03,"373,343.00","5,238,002.29","5,238,002.29",Industrials,"2,276,627.00",US2333774071,NASDAQ
LQDT,LIQUIDITY SERVICES INC.,Equity,0.03,7.21,"724,065.00","5,220,508.65","5,220,508.65",Information Technology,B0ZN8Z4,US53635B1070,NASDAQ
VICR,VICOR CORP.,Equity,0.03,10.65,"482,249.00","5,135,951.85","5,135,951.85",Industrials,"2,930,774.00",US9258151029,NASDAQ
AGYS,AGILYSYS INC.,Equity,0.03,11.57,"440,581.00","5,097,522.17","5,097,522.17",Information Technology,"2,689,162.00",US00847J1051,NASDAQ
BGFV,BIG 5 SPORTING GOODS CORP.,Equity,0.03,8.87,"542,911.00","4,815,620.57","4,815,620.57",Consumer Discretionary,"2,958,646.00",US08915P1012,NASDAQ
BELFB,BEL FUSE INC. CL B,Equity,0.03,17.79,"258,382.00","4,596,615.78","4,596,615.78",Information Technology,"2,279,897.00",US0773473006,NASDAQ
SSI,STAGE STORES INC.,Equity,0.02,5.35,"786,686.00","4,208,770.10","4,208,770.10",Consumer Discretionary,"2,812,258.00",US85254C3051,New York Stock Exchange Inc.
ORN,ORION GROUP INC,Equity,0.02,4.95,"796,377.00","3,942,066.15","3,942,066.15",Industrials,B1WTHL1,US68628V3087,New York Stock Exchange Inc.
KOPN,KOPIN CORP.,Equity,0.02,2.06,"1,857,943.00","3,827,362.58","3,827,362.58",Information Technology,"2,492,412.00",US5006001011,NASDAQ
CLMS,CALAMOS ASSET MANAGEMENT INC. SHS,Equity,0.02,7.38,"509,208.00","3,757,955.04","3,757,955.04",Financials,B02J6B7,US12811R1041,NASDAQ
QNST,QUINSTREET INC.,Equity,0.02,3.54,"1,047,923.00","3,709,647.42","3,709,647.42",Information Technology,B3PGPB9,US74874Q1004,NASDAQ
CLD,CLOUD PEAK ENERGY INC.,Equity,0.02,2.02,"1,791,018.00","3,617,856.36","3,617,856.36",Energy,B57LN89,US18911Q1022,New York Stock Exchange Inc.
CBR,CIBER INC.,Equity,0.02,1.51,"2,138,111.00","3,228,547.61","3,228,547.61",Information Technology,"2,200,240.00",US17163B1026,New York Stock Exchange Inc.
GLF,GULFMARK OFFSHORE INC. CL A,Equity,0.02,3.82,"764,885.00","2,921,860.70","2,921,860.70",Energy,B62TH61,US4026292080,New York Stock Exchange Inc.
BCEI,BONANZA CREEK ENERGY INC.,Equity,0.02,2.43,"1,182,595.00","2,873,705.85","2,873,705.85",Energy,B71B3K1,US0977931031,New York Stock Exchange Inc.
GIFI,GULF ISLAND FABRICATION INC.,Equity,0.02,7.13,"392,798.00","2,800,649.74","2,800,649.74",Energy,"2,412,636.00",US4023071024,NASDAQ
CDI,CDI CORP.,Equity,0.02,6.47,"427,909.00","2,768,571.23","2,768,571.23",Industrials,"2,181,129.00",US1250711009,New York Stock Exchange Inc.
HHS,HARTE-HANKS INC.,Equity,0.01,1.79,"1,401,919.00","2,509,435.01","2,509,435.01",Consumer Discretionary,"2,410,812.00",US4161961036,New York Stock Exchange Inc.
BAS,BASIC ENERGY SERVICES INC.,Equity,0.01,1.94,"1,162,225.00","2,254,716.50","2,254,716.50",Energy,B0H5CZ6,US06985P1003,New York Stock Exchange Inc.
IPI,INTREPID POTASH INC.,Equity,0.01,1.27,"1,700,415.00","2,159,527.05","2,159,527.05",Materials,B2QVR76,US46121Y1029,New York Stock Exchange Inc.
UTI,UNIVERSAL TECHNICAL INSTITUTE INC.,Equity,0.01,3.22,"632,921.00","2,038,005.62","2,038,005.62",Consumer Discretionary,"2,002,543.00",US9139151040,New York Stock Exchange Inc.
VOXX,VOXX INTERNATIONAL CORP (A),Equity,0.01,3.05,"590,002.00","1,799,506.10","1,799,506.10",Consumer Discretionary,B432Y19,US91829F1049,NASDAQ
SZMK,SIZMEK INC,Equity,0.01,2.48,"574,563.00","1,424,916.24","1,424,916.24",Consumer Discretionary,BJT14B5,US83013P1057,NASDAQ
MSFUT,CASH COLLATERAL MSFUT USD,Cash Collateral and Margins,0.01,100,"1,272,000.00","1,272,000.00","1,272,000.00",Cash and/or Derivatives,--,--,--
GRB,GERBER SCIENTIFIC ESCROW,Equity,0,0.01,"349,019.00","3,490.19","3,490.19",Information Technology,2BVFC92,US37373ESC56,New York Stock Exchange Inc.
RTAU6,RUSSELL 2000 EMINI ICE SEP 16,Futures,0,"1,159.10",214,0,"24,804,740.00",Cash and/or Derivatives,--,--,Ice Futures U.S.
